variableid,label,concept,groupid
C24070_082E,"Self-employed in own not incorporated business workers and unpaid family workers!!Arts, entertainment, and recreation, and accommodation and food services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_067E,"Local, state, and federal government workers!!Educational services, and  health care and social assistance",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_053E,"Private not-for-profit wage and salary workers!!Educational services, and  health care and social assistance",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_014E,Public administration,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_022E,Employee of private company workers!!Information,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_068E,"Local, state, and federal government workers!!Arts, entertainment, and recreation, and accommodation and food services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_066E,"Local, state, and federal government workers!!Professional, scientific, and management, and administrative, and waste management services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_036E,Self-employed in own incorporated business workers!!Information,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_025E,"Employee of private company workers!!Educational services, and  health care and social assistance",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_004E,Manufacturing,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_076E,Self-employed in own not incorporated business workers and unpaid family workers!!Retail trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_048E,Private not-for-profit wage and salary workers!!Retail trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_018E,Employee of private company workers!!Manufacturing,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_065E,"Local, state, and federal government workers!!Finance and insurance, and real estate, and rental and leasing",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_039E,"Self-employed in own incorporated business workers!!Educational services, and  health care and social assistance",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_061E,"Local, state, and federal government workers!!Wholesale trade",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_012E,"Arts, entertainment, and recreation, and accommodation and food services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_023E,"Employee of private company workers!!Finance and insurance, and real estate, and rental and leasing",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_006E,Retail trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_064E,"Local, state, and federal government workers!!Information",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_038E,"Self-employed in own incorporated business workers!!Professional, scientific, and management, and administrative, and waste management services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_017E,Employee of private company workers!!Construction,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_002E,"Agriculture, forestry, fishing and hunting, and mining",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_071E,Self-employed in own not incorporated business workers and unpaid family workers,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_031E,Self-employed in own incorporated business workers!!Construction,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_073E,Self-employed in own not incorporated business workers and unpaid family workers!!Construction,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_037E,"Self-employed in own incorporated business workers!!Finance and insurance, and real estate, and rental and leasing",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_075E,Self-employed in own not incorporated business workers and unpaid family workers!!Wholesale trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_077E,"Self-employed in own not incorporated business workers and unpaid family workers!!Transportation and warehousing, and utilities",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_013E,"Other services, except public administration",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_054E,"Private not-for-profit wage and salary workers!!Arts, entertainment, and recreation, and accommodation and food services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_019E,Employee of private company workers!!Wholesale trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_029E,Self-employed in own incorporated business workers,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_055E,"Private not-for-profit wage and salary workers!!Other services, except public administration",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_081E,"Self-employed in own not incorporated business workers and unpaid family workers!!Educational services, and  health care and social assistance",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_069E,"Local, state, and federal government workers!!Other services, except public administration",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_060E,"Local, state, and federal government workers!!Manufacturing",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_015E,Employee of private company workers,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_047E,Private not-for-profit wage and salary workers!!Wholesale trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_020E,Employee of private company workers!!Retail trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_050E,Private not-for-profit wage and salary workers!!Information,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_016E,"Employee of private company workers!!Agriculture, forestry, fishing and hunting, and mining",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_059E,"Local, state, and federal government workers!!Construction",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_052E,"Private not-for-profit wage and salary workers!!Professional, scientific, and management, and administrative, and waste management services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_033E,Self-employed in own incorporated business workers!!Wholesale trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_080E,"Self-employed in own not incorporated business workers and unpaid family workers!!Professional, scientific, and management, and administrative, and waste management services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_040E,"Self-employed in own incorporated business workers!!Arts, entertainment, and recreation, and accommodation and food services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_041E,"Self-employed in own incorporated business workers!!Other services, except public administration",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_011E,"Educational services, and  health care and social assistance",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_027E,"Employee of private company workers!!Other services, except public administration",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_056E,Private not-for-profit wage and salary workers!!Public administration,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_007E,"Transportation and warehousing, and utilities",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_044E,"Private not-for-profit wage and salary workers!!Agriculture, forestry, fishing and hunting, and mining",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_074E,Self-employed in own not incorporated business workers and unpaid family workers!!Manufacturing,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_078E,Self-employed in own not incorporated business workers and unpaid family workers!!Information,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_005E,Wholesale trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_026E,"Employee of private company workers!!Arts, entertainment, and recreation, and accommodation and food services",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_079E,"Self-employed in own not incorporated business workers and unpaid family workers!!Finance and insurance, and real estate, and rental and leasing",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_049E,"Private not-for-profit wage and salary workers!!Transportation and warehousing, and utilities",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_070E,"Local, state, and federal government workers!!Public administration",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_046E,Private not-for-profit wage and salary workers!!Manufacturing,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_072E,"Self-employed in own not incorporated business workers and unpaid family workers!!Agriculture, forestry, fishing and hunting, and mining",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_001E,Total,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
C24070_057E,"Local, state, and federal government workers",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24070
